GUEST_ACTIVITY_DATE,TRIP_TYPE,PROPERTY_CD,OTHER_TIME_PLAYED_IN_MIN
15-06-2021,ENTERPRISE,,0
15-06-2021,PROPERTY,HLT,0
15-06-2021,MARKET,,0
15-06-2021,PROPERTY,TAH,0
16-06-2021,PROPERTY,TAH,0
16-06-2021,PROPERTY,HLT,0
16-06-2021,ENTERPRISE,,0
16-06-2021,MARKET,,0
17-06-2021,MARKET,,0
17-06-2021,ENTERPRISE,,0
17-06-2021,PROPERTY,HLT,0
17-06-2021,PROPERTY,TAH,0
18-06-2021,ENTERPRISE,,0
18-06-2021,MARKET,,0
18-06-2021,PROPERTY,TAH,0
18-06-2021,PROPERTY,HLT,0
19-06-2021,PROPERTY,TAH,0
19-06-2021,PROPERTY,HLT,87
19-06-2021,MARKET,,87
19-06-2021,ENTERPRISE,,87
20-06-2021,ENTERPRISE,,0
20-06-2021,MARKET,,0
20-06-2021,PROPERTY,HLT,0
20-06-2021,PROPERTY,TAH,0
21-06-2021,ENTERPRISE,,0
21-06-2021,PROPERTY,TAH,0
21-06-2021,MARKET,,0
21-06-2021,PROPERTY,HLT,0
22-06-2021,PROPERTY,HLT,0
22-06-2021,PROPERTY,TAH,0
22-06-2021,MARKET,,0
22-06-2021,ENTERPRISE,,0
23-06-2021,MARKET,,0
23-06-2021,ENTERPRISE,,0
23-06-2021,PROPERTY,HLT,0
23-06-2021,PROPERTY,TAH,0
24-06-2021,ENTERPRISE,,0
24-06-2021,PROPERTY,TAH,0
24-06-2021,MARKET,,0
24-06-2021,PROPERTY,HLT,0
25-06-2021,PROPERTY,TAH,0
25-06-2021,PROPERTY,HLT,0
25-06-2021,MARKET,,0
25-06-2021,ENTERPRISE,,0
26-06-2021,MARKET,,113
26-06-2021,ENTERPRISE,,113
26-06-2021,PROPERTY,HLT,113
26-06-2021,PROPERTY,TAH,0
27-06-2021,PROPERTY,HLT,0
27-06-2021,PROPERTY,TAH,0
27-06-2021,ENTERPRISE,,0
27-06-2021,MARKET,,0
28-06-2021,PROPERTY,HLT,0
28-06-2021,PROPERTY,TAH,0
28-06-2021,ENTERPRISE,,0
28-06-2021,MARKET,,0
29-06-2021,PROPERTY,TAH,0
29-06-2021,ENTERPRISE,,0
29-06-2021,MARKET,,0
29-06-2021,PROPERTY,HLT,0
30-06-2021,PROPERTY,TAH,0
30-06-2021,MARKET,,0
30-06-2021,PROPERTY,HLT,0
30-06-2021,ENTERPRISE,,0
01-07-2021,MARKET,,0
01-07-2021,PROPERTY,TAH,0
01-07-2021,PROPERTY,HLT,0
01-07-2021,ENTERPRISE,,0
02-07-2021,PROPERTY,TAH,0
02-07-2021,MARKET,,0
02-07-2021,ENTERPRISE,,0
02-07-2021,PROPERTY,HLT,0
03-07-2021,PROPERTY,HLT,0
03-07-2021,PROPERTY,TAH,0
03-07-2021,ENTERPRISE,,0
03-07-2021,MARKET,,0
04-07-2021,PROPERTY,TAH,0
04-07-2021,PROPERTY,HLT,0
04-07-2021,MARKET,,0
04-07-2021,ENTERPRISE,,0
05-07-2021,ENTERPRISE,,0
05-07-2021,MARKET,,0
05-07-2021,PROPERTY,HLT,0
05-07-2021,PROPERTY,TAH,0
06-07-2021,ENTERPRISE,,0
06-07-2021,MARKET,,0
06-07-2021,PROPERTY,HLT,0
06-07-2021,PROPERTY,TAH,0
07-07-2021,PROPERTY,TAH,0
07-07-2021,MARKET,,0
07-07-2021,ENTERPRISE,,0
07-07-2021,PROPERTY,HLT,0
08-07-2021,PROPERTY,TAH,0
08-07-2021,PROPERTY,HLT,0
08-07-2021,MARKET,,0
08-07-2021,ENTERPRISE,,0
09-07-2021,MARKET,,0
09-07-2021,PROPERTY,TAH,0
09-07-2021,PROPERTY,HLT,0
09-07-2021,ENTERPRISE,,0
11-07-2021,ENTERPRISE,,0
11-07-2021,MARKET,,0
11-07-2021,PROPERTY,TAH,0
12-07-2021,MARKET,,0
12-07-2021,PROPERTY,HLT,0
12-07-2021,PROPERTY,TAH,0
12-07-2021,ENTERPRISE,,0
13-07-2021,MARKET,,0
13-07-2021,PROPERTY,HLT,0
13-07-2021,PROPERTY,TAH,0
13-07-2021,ENTERPRISE,,0
14-07-2021,ENTERPRISE,,0
14-07-2021,PROPERTY,TAH,0
14-07-2021,PROPERTY,HLT,0
14-07-2021,MARKET,,0
15-07-2021,PROPERTY,TAH,0
15-07-2021,ENTERPRISE,,0
15-07-2021,PROPERTY,HLT,0
15-07-2021,MARKET,,0
16-07-2021,PROPERTY,TAH,0
16-07-2021,ENTERPRISE,,0
16-07-2021,MARKET,,0
16-07-2021,PROPERTY,HLT,0
17-07-2021,ENTERPRISE,,0
17-07-2021,PROPERTY,TAH,0
17-07-2021,MARKET,,0
18-07-2021,PROPERTY,TAH,0
18-07-2021,MARKET,,0
18-07-2021,ENTERPRISE,,0
18-07-2021,PROPERTY,HLT,0
19-07-2021,MARKET,,0
19-07-2021,PROPERTY,TAH,0
19-07-2021,ENTERPRISE,,0
19-07-2021,PROPERTY,HLT,0
20-07-2021,MARKET,,0
20-07-2021,PROPERTY,TAH,0
20-07-2021,PROPERTY,HLT,0
20-07-2021,ENTERPRISE,,0
21-07-2021,MARKET,,0
21-07-2021,ENTERPRISE,,0
21-07-2021,PROPERTY,HLT,0
21-07-2021,PROPERTY,TAH,0
22-07-2021,MARKET,,0
22-07-2021,PROPERTY,HLT,0
22-07-2021,PROPERTY,TAH,0
22-07-2021,ENTERPRISE,,0
23-07-2021,PROPERTY,TAH,0
23-07-2021,MARKET,,36
23-07-2021,ENTERPRISE,,36
23-07-2021,PROPERTY,HLT,36
24-07-2021,MARKET,,64
24-07-2021,PROPERTY,TAH,0
24-07-2021,ENTERPRISE,,64
24-07-2021,PROPERTY,HLT,64
25-07-2021,MARKET,,0
25-07-2021,ENTERPRISE,,0
25-07-2021,PROPERTY,TAH,0
25-07-2021,PROPERTY,HLT,0
26-07-2021,ENTERPRISE,,0
26-07-2021,MARKET,,0
26-07-2021,PROPERTY,TAH,0
03-08-2021,MARKET,,0
03-08-2021,PROPERTY,TAH,0
03-08-2021,ENTERPRISE,,0
03-08-2021,PROPERTY,HLT,0
04-08-2021,ENTERPRISE,,0
04-08-2021,PROPERTY,HLT,0
04-08-2021,PROPERTY,TAH,0
04-08-2021,MARKET,,0
05-08-2021,PROPERTY,HLT,89
05-08-2021,PROPERTY,TAH,0
05-08-2021,ENTERPRISE,,89
05-08-2021,MARKET,,89
06-08-2021,PROPERTY,TAH,0
06-08-2021,PROPERTY,HLT,60
06-08-2021,ENTERPRISE,,60
06-08-2021,MARKET,,60
07-08-2021,PROPERTY,HLT,0
07-08-2021,ENTERPRISE,,0
07-08-2021,MARKET,,0
07-08-2021,PROPERTY,TAH,0
08-08-2021,ENTERPRISE,,0
08-08-2021,PROPERTY,HLT,0
08-08-2021,PROPERTY,TAH,0
08-08-2021,MARKET,,0
09-08-2021,PROPERTY,HLT,0
09-08-2021,ENTERPRISE,,0
09-08-2021,MARKET,,0
09-08-2021,PROPERTY,TAH,0
10-08-2021,PROPERTY,TAH,0
10-08-2021,MARKET,,0
10-08-2021,ENTERPRISE,,0
10-08-2021,PROPERTY,HLT,0
11-08-2021,ENTERPRISE,,0
11-08-2021,PROPERTY,TAH,0
11-08-2021,MARKET,,0
11-08-2021,PROPERTY,HLT,0
12-08-2021,MARKET,,51
12-08-2021,ENTERPRISE,,51
12-08-2021,PROPERTY,HLT,51
12-08-2021,PROPERTY,TAH,0
13-08-2021,PROPERTY,HLT,38
13-08-2021,MARKET,,38
13-08-2021,PROPERTY,TAH,0
13-08-2021,ENTERPRISE,,38
14-08-2021,PROPERTY,HLT,0
14-08-2021,MARKET,,0
14-08-2021,ENTERPRISE,,0
14-08-2021,PROPERTY,TAH,0
15-08-2021,MARKET,,0
15-08-2021,PROPERTY,TAH,0
15-08-2021,PROPERTY,HLT,0
15-08-2021,ENTERPRISE,,0
16-08-2021,PROPERTY,TAH,0
16-08-2021,ENTERPRISE,,0
16-08-2021,PROPERTY,HLT,0
16-08-2021,MARKET,,0
17-08-2021,ENTERPRISE,,0
17-08-2021,MARKET,,0
17-08-2021,PROPERTY,HLT,0
17-08-2021,PROPERTY,TAH,0
18-08-2021,MARKET,,0
18-08-2021,ENTERPRISE,,0
18-08-2021,PROPERTY,TAH,0
18-08-2021,PROPERTY,HLT,0
19-08-2021,PROPERTY,TAH,0
19-08-2021,ENTERPRISE,,0
19-08-2021,MARKET,,0
19-08-2021,PROPERTY,HLT,0
20-08-2021,PROPERTY,TAH,0
20-08-2021,PROPERTY,HLT,0
20-08-2021,MARKET,,0
20-08-2021,ENTERPRISE,,0
21-08-2021,PROPERTY,HLT,0
21-08-2021,MARKET,,0
21-08-2021,PROPERTY,TAH,0
21-08-2021,ENTERPRISE,,0
22-08-2021,PROPERTY,HLT,0
22-08-2021,MARKET,,0
22-08-2021,PROPERTY,TAH,0
22-08-2021,ENTERPRISE,,0
26-08-2021,PROPERTY,HLT,0
26-08-2021,ENTERPRISE,,0
26-08-2021,MARKET,,0
26-08-2021,PROPERTY,TAH,0
27-08-2021,PROPERTY,TAH,0
27-08-2021,ENTERPRISE,,0
27-08-2021,MARKET,,0
27-08-2021,PROPERTY,HLT,0
28-08-2021,ENTERPRISE,,0
28-08-2021,PROPERTY,HLT,0
28-08-2021,MARKET,,0
28-08-2021,PROPERTY,TAH,0
29-08-2021,ENTERPRISE,,0
29-08-2021,PROPERTY,HLT,0
29-08-2021,PROPERTY,TAH,0
29-08-2021,MARKET,,0
10-09-2021,PROPERTY,TRW,1
10-09-2021,ENTERPRISE,,1
10-09-2021,MARKET,,1
11-09-2021,PROPERTY,TRW,0
11-09-2021,ENTERPRISE,,0
11-09-2021,MARKET,,0
12-09-2021,MARKET,,0
12-09-2021,ENTERPRISE,,0
12-09-2021,PROPERTY,TRW,0
13-09-2021,PROPERTY,TRW,0
13-09-2021,ENTERPRISE,,0
13-09-2021,MARKET,,0
14-09-2021,MARKET,,0
14-09-2021,ENTERPRISE,,0
14-09-2021,PROPERTY,TAH,0
15-09-2021,ENTERPRISE,,0
15-09-2021,PROPERTY,TAH,0
15-09-2021,MARKET,,0
16-09-2021,ENTERPRISE,,0
16-09-2021,PROPERTY,TAH,0
16-09-2021,MARKET,,0
17-09-2021,PROPERTY,TRW,200
17-09-2021,MARKET,,200
17-09-2021,MARKET,,0
17-09-2021,ENTERPRISE,,200
17-09-2021,PROPERTY,TAH,0
18-09-2021,PROPERTY,TRW,44
18-09-2021,MARKET,,44
18-09-2021,ENTERPRISE,,44
19-09-2021,MARKET,,0
19-09-2021,PROPERTY,HLT,0
19-09-2021,PROPERTY,TAH,0
19-09-2021,ENTERPRISE,,0
19-09-2021,MARKET,,0
19-09-2021,PROPERTY,TRW,0
20-09-2021,PROPERTY,TAH,0
20-09-2021,ENTERPRISE,,0
20-09-2021,MARKET,,0
21-09-2021,PROPERTY,TAH,0
21-09-2021,PROPERTY,HLT,0
21-09-2021,ENTERPRISE,,0
21-09-2021,MARKET,,0
22-09-2021,ENTERPRISE,,0
22-09-2021,PROPERTY,TAH,0
22-09-2021,MARKET,,0
22-09-2021,PROPERTY,HLT,0
23-09-2021,PROPERTY,HLT,192
23-09-2021,MARKET,,192
23-09-2021,PROPERTY,TAH,0
23-09-2021,ENTERPRISE,,192
24-09-2021,ENTERPRISE,,0
24-09-2021,PROPERTY,HLT,0
24-09-2021,MARKET,,0
24-09-2021,PROPERTY,TAH,0
25-09-2021,ENTERPRISE,,0
25-09-2021,PROPERTY,HLT,0
25-09-2021,MARKET,,0
25-09-2021,PROPERTY,TAH,0
12-10-2021,PROPERTY,GBI,0
12-10-2021,ENTERPRISE,,0
12-10-2021,MARKET,,0
13-10-2021,PROPERTY,GBI,0
13-10-2021,MARKET,,0
13-10-2021,ENTERPRISE,,0
14-10-2021,ENTERPRISE,,0
14-10-2021,MARKET,,0
14-10-2021,PROPERTY,GBI,0
15-10-2021,ENTERPRISE,,0
15-10-2021,MARKET,,0
15-10-2021,PROPERTY,GBI,0
20-10-2021,MARKET,,0
20-10-2021,PROPERTY,GBI,0
20-10-2021,ENTERPRISE,,0
21-10-2021,PROPERTY,GBI,0
21-10-2021,ENTERPRISE,,0
21-10-2021,MARKET,,0
22-10-2021,ENTERPRISE,,0
22-10-2021,MARKET,,0
22-10-2021,PROPERTY,GBI,0
25-10-2021,PROPERTY,GBI,0
25-10-2021,MARKET,,0
25-10-2021,ENTERPRISE,,0
26-10-2021,PROPERTY,GBI,0
26-10-2021,ENTERPRISE,,0
26-10-2021,MARKET,,0
27-10-2021,MARKET,,0
27-10-2021,PROPERTY,GBI,0
27-10-2021,ENTERPRISE,,0
28-10-2021,PROPERTY,GBI,0
28-10-2021,MARKET,,0
28-10-2021,ENTERPRISE,,0
29-10-2021,PROPERTY,GBI,0
29-10-2021,MARKET,,0
29-10-2021,ENTERPRISE,,0
30-10-2021,PROPERTY,GBI,0
30-10-2021,ENTERPRISE,,0
30-10-2021,MARKET,,0
01-11-2021,MARKET,,0
01-11-2021,PROPERTY,TAH,0
01-11-2021,ENTERPRISE,,0
02-11-2021,MARKET,,0
02-11-2021,PROPERTY,HLT,0
02-11-2021,ENTERPRISE,,0
02-11-2021,PROPERTY,GBI,0
02-11-2021,MARKET,,0
03-11-2021,PROPERTY,GBI,0
03-11-2021,ENTERPRISE,,0
03-11-2021,MARKET,,0
04-11-2021,PROPERTY,GBI,0
04-11-2021,MARKET,,0
04-11-2021,ENTERPRISE,,0
05-11-2021,ENTERPRISE,,0
05-11-2021,PROPERTY,TAH,0
05-11-2021,MARKET,,0
05-11-2021,PROPERTY,GBI,0
05-11-2021,MARKET,,0
06-11-2021,ENTERPRISE,,0
06-11-2021,PROPERTY,GBI,0
06-11-2021,MARKET,,0
09-11-2021,ENTERPRISE,,0
09-11-2021,MARKET,,0
09-11-2021,PROPERTY,GBI,0
10-11-2021,ENTERPRISE,,0
10-11-2021,MARKET,,0
10-11-2021,PROPERTY,GBI,0
13-11-2021,MARKET,,104
13-11-2021,ENTERPRISE,,104
13-11-2021,PROPERTY,NOR,104
20-11-2021,MARKET,,0
20-11-2021,ENTERPRISE,,0
20-11-2021,PROPERTY,TAH,0
23-11-2021,ENTERPRISE,,0
23-11-2021,PROPERTY,HLT,0
23-11-2021,MARKET,,0
29-11-2021,MARKET,,0
29-11-2021,ENTERPRISE,,0
29-11-2021,PROPERTY,TAH,0
03-12-2021,PROPERTY,LAU,0
03-12-2021,ENTERPRISE,,0
03-12-2021,MARKET,,0
04-12-2021,ENTERPRISE,,0
04-12-2021,PROPERTY,LAU,0
04-12-2021,MARKET,,0
05-12-2021,PROPERTY,LAU,0
05-12-2021,MARKET,,0
05-12-2021,ENTERPRISE,,0
06-12-2021,MARKET,,0
06-12-2021,PROPERTY,LAU,0
06-12-2021,MARKET,,0
06-12-2021,PROPERTY,TAH,0
06-12-2021,ENTERPRISE,,0
07-12-2021,MARKET,,0
07-12-2021,PROPERTY,PLV,0
07-12-2021,ENTERPRISE,,0
07-12-2021,PROPERTY,CLV,0
08-12-2021,PROPERTY,CLV,146
08-12-2021,MARKET,,146
08-12-2021,ENTERPRISE,,146
08-12-2021,PROPERTY,LAS,0
09-12-2021,MARKET,,0
09-12-2021,PROPERTY,ILV,0
09-12-2021,PROPERTY,DLV,0
09-12-2021,ENTERPRISE,,0
10-12-2021,ENTERPRISE,,0
10-12-2021,PROPERTY,BLV,0
10-12-2021,PROPERTY,CLV,0
10-12-2021,PROPERTY,LAS,0
10-12-2021,MARKET,,0
11-12-2021,ENTERPRISE,,0
11-12-2021,MARKET,,0
11-12-2021,PROPERTY,LAU,0
12-12-2021,ENTERPRISE,,0
12-12-2021,MARKET,,0
12-12-2021,PROPERTY,LAU,0
13-12-2021,ENTERPRISE,,0
13-12-2021,MARKET,,0
13-12-2021,PROPERTY,LAU,0
14-12-2021,ENTERPRISE,,0
14-12-2021,MARKET,,0
14-12-2021,PROPERTY,LAU,0
15-12-2021,PROPERTY,LAU,0
15-12-2021,MARKET,,0
15-12-2021,ENTERPRISE,,0
16-12-2021,MARKET,,0
16-12-2021,PROPERTY,LAU,0
16-12-2021,ENTERPRISE,,0
17-12-2021,MARKET,,0
17-12-2021,ENTERPRISE,,0
17-12-2021,PROPERTY,LAU,0
17-12-2021,MARKET,,0
17-12-2021,PROPERTY,TRW,0
08-01-2022,ENTERPRISE,,0
08-01-2022,PROPERTY,LAU,0
08-01-2022,MARKET,,0
09-01-2022,PROPERTY,LAU,0
09-01-2022,ENTERPRISE,,0
09-01-2022,MARKET,,0
10-01-2022,MARKET,,0
10-01-2022,ENTERPRISE,,0
10-01-2022,PROPERTY,HLT,0
10-01-2022,MARKET,,0
10-01-2022,PROPERTY,LAU,0
11-01-2022,ENTERPRISE,,0
11-01-2022,PROPERTY,LAU,0
11-01-2022,MARKET,,0
12-01-2022,MARKET,,0
12-01-2022,PROPERTY,LAU,0
12-01-2022,ENTERPRISE,,0
13-01-2022,MARKET,,0
13-01-2022,PROPERTY,LAU,0
13-01-2022,ENTERPRISE,,0
14-01-2022,ENTERPRISE,,0
14-01-2022,MARKET,,0
14-01-2022,PROPERTY,LAU,0
15-01-2022,PROPERTY,LAU,0
15-01-2022,ENTERPRISE,,0
15-01-2022,MARKET,,0
16-01-2022,ENTERPRISE,,0
16-01-2022,MARKET,,0
16-01-2022,PROPERTY,LAU,0
17-01-2022,MARKET,,0
17-01-2022,PROPERTY,LAU,0
17-01-2022,MARKET,,0
17-01-2022,PROPERTY,HLT,0
17-01-2022,ENTERPRISE,,0
18-01-2022,ENTERPRISE,,0
18-01-2022,PROPERTY,LAU,0
18-01-2022,MARKET,,0
19-01-2022,ENTERPRISE,,0
19-01-2022,MARKET,,0
19-01-2022,PROPERTY,LAU,0
20-01-2022,PROPERTY,LAU,0
20-01-2022,MARKET,,0
20-01-2022,ENTERPRISE,,0
21-01-2022,PROPERTY,LAU,73
21-01-2022,MARKET,,73
21-01-2022,ENTERPRISE,,73
22-01-2022,PROPERTY,LAU,0
22-01-2022,MARKET,,0
22-01-2022,ENTERPRISE,,0
23-01-2022,ENTERPRISE,,0
23-01-2022,MARKET,,0
23-01-2022,PROPERTY,LAU,0
24-01-2022,MARKET,,0
24-01-2022,ENTERPRISE,,0
24-01-2022,PROPERTY,LAU,0
25-01-2022,MARKET,,0
25-01-2022,PROPERTY,LAU,0
25-01-2022,ENTERPRISE,,0
01-02-2022,ENTERPRISE,,0
01-02-2022,MARKET,,0
01-02-2022,PROPERTY,CLV,0
02-02-2022,PROPERTY,CLV,0
02-02-2022,MARKET,,0
02-02-2022,ENTERPRISE,,0
03-02-2022,PROPERTY,CLV,0
03-02-2022,MARKET,,0
03-02-2022,ENTERPRISE,,0
04-02-2022,PROPERTY,CLV,0
04-02-2022,ENTERPRISE,,0
04-02-2022,MARKET,,0
06-02-2022,PROPERTY,TAH,0
06-02-2022,MARKET,,0
06-02-2022,PROPERTY,HLT,0
06-02-2022,ENTERPRISE,,0
07-02-2022,PROPERTY,HLT,0
07-02-2022,ENTERPRISE,,0
07-02-2022,PROPERTY,TAH,0
07-02-2022,MARKET,,0
08-02-2022,ENTERPRISE,,0
08-02-2022,PROPERTY,HLT,0
08-02-2022,MARKET,,0
08-02-2022,PROPERTY,TAH,0
09-02-2022,MARKET,,0
09-02-2022,ENTERPRISE,,0
09-02-2022,PROPERTY,TAH,0
09-02-2022,PROPERTY,HLT,0
10-02-2022,PROPERTY,TAH,0
10-02-2022,MARKET,,76
10-02-2022,ENTERPRISE,,76
10-02-2022,PROPERTY,HLT,76
11-02-2022,MARKET,,0
11-02-2022,PROPERTY,TAH,0
11-02-2022,ENTERPRISE,,0
11-02-2022,PROPERTY,HLT,0
14-02-2022,PROPERTY,HLT,0
14-02-2022,MARKET,,0
14-02-2022,PROPERTY,TAH,0
14-02-2022,ENTERPRISE,,0
15-02-2022,MARKET,,0
15-02-2022,ENTERPRISE,,0
15-02-2022,PROPERTY,HLT,0
15-02-2022,PROPERTY,TAH,0
16-02-2022,PROPERTY,TAH,0
16-02-2022,MARKET,,0
16-02-2022,MARKET,,0
16-02-2022,PROPERTY,TRW,0
16-02-2022,ENTERPRISE,,0
17-02-2022,MARKET,,0
17-02-2022,PROPERTY,HLT,0
17-02-2022,ENTERPRISE,,0
17-02-2022,PROPERTY,TAH,0
18-02-2022,PROPERTY,HLT,0
18-02-2022,MARKET,,0
18-02-2022,ENTERPRISE,,0
18-02-2022,PROPERTY,TAH,0
19-02-2022,PROPERTY,HLT,0
19-02-2022,MARKET,,0
19-02-2022,ENTERPRISE,,0
19-02-2022,PROPERTY,TAH,0
20-02-2022,ENTERPRISE,,0
20-02-2022,PROPERTY,HLT,0
20-02-2022,MARKET,,0
20-02-2022,PROPERTY,TAH,0
20-02-2022,MARKET,,0
20-02-2022,PROPERTY,TRW,0
21-02-2022,PROPERTY,TRW,0
21-02-2022,ENTERPRISE,,0
21-02-2022,MARKET,,0
22-02-2022,PROPERTY,TRW,0
22-02-2022,MARKET,,0
22-02-2022,ENTERPRISE,,0
23-02-2022,ENTERPRISE,,0
23-02-2022,MARKET,,0
23-02-2022,PROPERTY,TRW,0
24-02-2022,MARKET,,0
24-02-2022,PROPERTY,HLT,0
24-02-2022,PROPERTY,TAH,0
24-02-2022,PROPERTY,TRW,0
24-02-2022,ENTERPRISE,,0
24-02-2022,MARKET,,0
25-02-2022,ENTERPRISE,,0
25-02-2022,PROPERTY,HLT,0
25-02-2022,MARKET,,0
25-02-2022,PROPERTY,TAH,0
26-02-2022,ENTERPRISE,,0
26-02-2022,MARKET,,0
26-02-2022,PROPERTY,TAH,0
26-02-2022,PROPERTY,HLT,0
27-02-2022,ENTERPRISE,,0
27-02-2022,MARKET,,0
27-02-2022,PROPERTY,TAH,0
27-02-2022,PROPERTY,HLT,0
28-02-2022,PROPERTY,TAH,0
28-02-2022,MARKET,,0
28-02-2022,PROPERTY,HLT,0
28-02-2022,ENTERPRISE,,0
01-03-2022,ENTERPRISE,,0
01-03-2022,PROPERTY,HLT,0
01-03-2022,MARKET,,0
01-03-2022,PROPERTY,TAH,0
02-03-2022,PROPERTY,TAH,0
02-03-2022,ENTERPRISE,,0
02-03-2022,MARKET,,0
02-03-2022,PROPERTY,HLT,0
03-03-2022,PROPERTY,HLT,135
03-03-2022,ENTERPRISE,,0
03-03-2022,MARKET,,135
03-03-2022,PROPERTY,TAH,0
04-03-2022,PROPERTY,HBV,0
04-03-2022,ENTERPRISE,,0
04-03-2022,PROPERTY,TAH,0
04-03-2022,MARKET,,0
04-03-2022,MARKET,,0
05-03-2022,ENTERPRISE,,0
05-03-2022,PROPERTY,TAH,0
05-03-2022,MARKET,,0
06-03-2022,PROPERTY,TAH,0
06-03-2022,ENTERPRISE,,0
06-03-2022,MARKET,,0
06-03-2022,PROPERTY,HLT,0
07-03-2022,MARKET,,0
07-03-2022,PROPERTY,TAH,0
07-03-2022,ENTERPRISE,,0
07-03-2022,PROPERTY,HLT,0
08-03-2022,ENTERPRISE,,0
08-03-2022,MARKET,,0
08-03-2022,PROPERTY,HLT,0
08-03-2022,PROPERTY,TAH,0
09-03-2022,ENTERPRISE,,0
09-03-2022,MARKET,,0
09-03-2022,PROPERTY,HLT,0
09-03-2022,PROPERTY,TAH,0
10-03-2022,ENTERPRISE,,0
10-03-2022,PROPERTY,HLT,0
10-03-2022,MARKET,,0
10-03-2022,PROPERTY,TAH,0
11-03-2022,PROPERTY,TRW,0
11-03-2022,PROPERTY,TAH,0
11-03-2022,MARKET,,0
11-03-2022,MARKET,,0
11-03-2022,ENTERPRISE,,0
12-03-2022,MARKET,,0
12-03-2022,PROPERTY,TRW,0
12-03-2022,ENTERPRISE,,0
13-03-2022,PROPERTY,TAH,0
13-03-2022,PROPERTY,HLT,0
13-03-2022,MARKET,,0
13-03-2022,ENTERPRISE,,0
14-03-2022,ENTERPRISE,,0
14-03-2022,PROPERTY,TAH,0
14-03-2022,PROPERTY,HLT,0
14-03-2022,MARKET,,0
15-03-2022,PROPERTY,TAH,0
15-03-2022,ENTERPRISE,,0
15-03-2022,MARKET,,0
15-03-2022,PROPERTY,HLT,0
18-03-2022,ENTERPRISE,,0
18-03-2022,PROPERTY,AKC,0
18-03-2022,MARKET,,0
20-03-2022,MARKET,,0
20-03-2022,ENTERPRISE,,0
20-03-2022,PROPERTY,LAU,0
21-03-2022,MARKET,,0
21-03-2022,PROPERTY,TAH,0
21-03-2022,MARKET,,0
21-03-2022,PROPERTY,LAU,0
21-03-2022,ENTERPRISE,,0
22-03-2022,PROPERTY,LAU,0
22-03-2022,ENTERPRISE,,0
22-03-2022,MARKET,,0
23-03-2022,MARKET,,0
23-03-2022,PROPERTY,LAU,0
23-03-2022,ENTERPRISE,,0
24-03-2022,ENTERPRISE,,0
24-03-2022,MARKET,,0
24-03-2022,PROPERTY,LAU,0
25-03-2022,MARKET,,0
25-03-2022,ENTERPRISE,,0
25-03-2022,PROPERTY,LAU,0
28-03-2022,ENTERPRISE,,0
28-03-2022,MARKET,,0
28-03-2022,PROPERTY,TAH,0
10-04-2022,PROPERTY,TAH,0
10-04-2022,PROPERTY,HLT,0
10-04-2022,ENTERPRISE,,0
10-04-2022,MARKET,,0
11-04-2022,ENTERPRISE,,0
11-04-2022,MARKET,,0
11-04-2022,PROPERTY,TAH,0
11-04-2022,PROPERTY,HLT,0
12-04-2022,MARKET,,0
12-04-2022,ENTERPRISE,,0
12-04-2022,PROPERTY,HLT,0
12-04-2022,PROPERTY,TAH,0
13-04-2022,PROPERTY,HLT,0
13-04-2022,PROPERTY,TAH,0
13-04-2022,MARKET,,0
13-04-2022,ENTERPRISE,,0
14-04-2022,PROPERTY,HLT,0
14-04-2022,ENTERPRISE,,0
14-04-2022,MARKET,,0
14-04-2022,PROPERTY,TAH,0
15-04-2022,MARKET,,0
15-04-2022,ENTERPRISE,,0
15-04-2022,PROPERTY,HLT,0
15-04-2022,PROPERTY,TAH,0
16-04-2022,MARKET,,116
16-04-2022,PROPERTY,HLT,116
16-04-2022,PROPERTY,TAH,0
16-04-2022,ENTERPRISE,,116
17-04-2022,PROPERTY,TAH,0
17-04-2022,PROPERTY,HLT,0
17-04-2022,MARKET,,0
17-04-2022,ENTERPRISE,,0
18-04-2022,PROPERTY,TAH,0
18-04-2022,PROPERTY,HLT,0
18-04-2022,ENTERPRISE,,0
18-04-2022,MARKET,,0
19-04-2022,ENTERPRISE,,0
19-04-2022,MARKET,,0
19-04-2022,PROPERTY,TAH,0
19-04-2022,PROPERTY,HLT,0
20-04-2022,PROPERTY,TAH,0
20-04-2022,MARKET,,0
20-04-2022,ENTERPRISE,,0
20-04-2022,PROPERTY,HLT,0
21-04-2022,PROPERTY,HLT,0
21-04-2022,MARKET,,0
21-04-2022,ENTERPRISE,,0
21-04-2022,PROPERTY,TAH,0
22-04-2022,PROPERTY,TAH,0
22-04-2022,MARKET,,76
22-04-2022,ENTERPRISE,,76
22-04-2022,PROPERTY,HLT,76
23-04-2022,MARKET,,0
23-04-2022,PROPERTY,TAH,0
23-04-2022,ENTERPRISE,,0
23-04-2022,PROPERTY,HLT,0
24-04-2022,ENTERPRISE,,0
24-04-2022,PROPERTY,HLT,0
24-04-2022,PROPERTY,TAH,0
24-04-2022,MARKET,,0
25-04-2022,PROPERTY,HLT,0
25-04-2022,PROPERTY,TAH,0
25-04-2022,MARKET,,0
25-04-2022,ENTERPRISE,,0
26-04-2022,PROPERTY,TAH,0
26-04-2022,PROPERTY,HLT,0
26-04-2022,MARKET,,0
26-04-2022,ENTERPRISE,,0
27-04-2022,PROPERTY,HLT,0
27-04-2022,ENTERPRISE,,0
27-04-2022,MARKET,,0
27-04-2022,PROPERTY,TAH,0
